date,mean_temperature_f,mean_dew_point_f,mean_humidity,mean_sea_level_pressure_inches,mean_visibility_miles,mean_wind_speed_mph,max_gust_speed_mph,precipitation_inches,events,wind_dir_degrees,city
2014-01-27,53.0,45.0,74.0,30.16,5.0,3.0,14.0,0,Clear,264.0,Mountain View
2014-01-28,57.0,50.0,76.0,30.23,10.0,4.0,14.0,0,Clear,347.0,Mountain View
2014-01-29,60.0,54.0,80.0,30.13,9.0,2.0,14.0,0,Clear,356.0,Mountain View
2014-01-30,56.0,46.0,70.0,29.93,10.0,3.0,14.0,0.04,Rain,299.0,Mountain View
2014-01-31,51.0,38.0,63.0,30.05,10.0,6.0,19.0,0,Clear,322.0,Mountain View
2014-02-01,47.0,34.0,61.0,30.14,10.0,6.0,114.0,0,Clear,333.0,Mountain View
2014-02-02,48.0,39.0,71.0,29.95,10.0,7.0,114.0,0.08,Rain,149.0,Mountain View
2014-02-03,48.0,38.0,70.0,30.06,10.0,3.0,18.0,0,Clear,315.0,Mountain View
2014-02-04,46.0,36.0,68.0,30.14,10.0,2.0,14.0,0,Clear,332.0,Mountain View
2014-02-05,47.0,37.0,69.0,30.17,10.0,3.0,14.0,0,Clear,43.0,Mountain View
2014-02-06,51.0,44.0,78.0,29.98,10.0,5.0,86.0,0.45,Rain,131.0,Mountain View
2014-02-07,53.0,46.0,80.0,30.07,10.0,5.0,24.0,0.04,Rain,140.0,Mountain View
2014-02-08,59.0,51.0,76.0,30.14,10.0,7.0,25.0,0.04,Rain,148.0,Mountain View
2014-02-09,60.0,53.0,76.0,30.14,10.0,4.0,16.0,0.02,Rain,156.0,Mountain View
2014-02-10,56.0,50.0,79.0,30.24,9.0,2.0,14.0,0,Clear,340.0,Mountain View
2014-02-11,54.0,47.0,77.0,30.24,7.0,1.0,14.0,0,Fog,328.0,Mountain View
2014-02-12,54.0,46.0,75.0,30.25,9.0,2.0,14.0,0,Clear,335.0,Mountain View
2014-02-13,58.0,50.0,77.0,30.18,8.0,2.0,114.0,0,Fog,351.0,Mountain View
2014-02-14,58.0,51.0,78.0,30.14,8.0,2.0,15.0,0,Clear,327.0,Mountain View
2014-02-15,55.0,48.0,78.0,30.04,10.0,1.0,14.0,0,Clear,132.0,Mountain View
2014-02-16,56.0,42.0,63.0,30.14,10.0,4.0,14.0,0.02,Rain,311.0,Mountain View
2014-02-17,50.0,40.0,67.0,30.17,10.0,5.0,15.0,0,Clear,334.0,Mountain View
2014-02-18,53.0,43.0,69.0,30.17,10.0,5.0,16.0,0,Clear,348.0,Mountain View
2014-02-19,56.0,44.0,66.0,30.17,10.0,6.0,114.0,0.02,Rain,315.0,Mountain View
2014-02-20,54.0,39.0,60.0,30.18,10.0,4.0,14.0,0,Clear,310.0,Mountain View
2014-02-21,55.0,41.0,60.0,30.07,10.0,2.0,14.0,0,Clear,342.0,Mountain View
2014-02-22,55.0,43.0,66.0,30.0,10.0,2.0,14.0,0,Clear,338.0,Mountain View
2014-02-23,56.0,45.0,70.0,30.01,9.0,2.0,14.0,0,Clear,337.0,Mountain View
2014-02-24,57.0,44.0,64.0,29.97,10.0,3.0,14.0,0,Clear,344.0,Mountain View
2014-02-25,56.0,46.0,70.0,29.96,9.0,4.0,17.0,0,Clear,44.0,Mountain View
2014-02-26,56.0,50.0,78.0,29.85,8.0,8.0,86.0,0.78,Rain,133.0,Mountain View
2014-02-27,60.0,48.0,67.0,29.8,10.0,10.0,28.0,0.02,Rain,153.0,Mountain View
2014-02-28,56.0,49.0,77.0,29.44,8.0,6.0,86.0,0.88,Rain,143.0,Mountain View
2013-08-29,72.0,61.0,69.0,30.02,10.0,7.0,24.0,0,Clear,320.0,San Jose
2013-08-30,76.0,60.0,65.0,30.01,10.0,5.0,22.0,0,Clear,316.0,San Jose
2013-08-31,71.0,57.0,66.0,29.95,10.0,8.0,22.0,0,Clear,309.0,San Jose
2013-09-01,72.0,57.0,62.0,29.93,10.0,7.0,24.0,0,Clear,308.0,San Jose
2013-09-02,73.0,61.0,68.0,29.93,10.0,8.0,25.0,T,Rain,315.0,San Jose
2013-09-03,70.0,55.0,58.0,29.98,10.0,8.0,24.0,0,Clear,323.0,San Jose
2013-09-04,69.0,55.0,62.0,30.01,10.0,8.0,29.0,0,Clear,322.0,San Jose
2013-09-05,68.0,54.0,60.0,30.0,10.0,8.0,30.0,0,Clear,329.0,San Jose
2013-09-06,72.0,52.0,54.0,29.91,10.0,5.0,22.0,0,Clear,302.0,San Jose
2013-09-07,78.0,50.0,45.0,29.84,10.0,6.0,22.0,0,Clear,297.0,San Jose
2013-09-08,74.0,57.0,59.0,29.83,10.0,5.0,15.0,0,Clear,301.0,San Jose
2013-09-09,75.0,57.0,60.0,29.77,10.0,5.0,21.0,0,Clear,298.0,San Jose
2013-09-10,70.0,55.0,65.0,29.81,10.0,7.0,24.0,0,Clear,142.0,San Jose
2013-09-11,68.0,55.0,65.0,29.96,10.0,8.0,21.0,0,Clear,12.0,San Jose
2013-09-12,69.0,58.0,71.0,29.95,10.0,6.0,22.0,0,Clear,311.0,San Jose
2013-09-13,67.0,56.0,72.0,29.87,10.0,8.0,21.0,0,Clear,313.0,San Jose
2013-09-14,66.0,55.0,72.0,29.82,10.0,8.0,18.0,0,Clear,327.0,San Jose
2013-09-15,68.0,55.0,68.0,29.85,10.0,8.0,24.0,0,Clear,317.0,San Jose
2013-09-16,71.0,57.0,68.0,29.87,10.0,8.0,28.0,0,Clear,310.0,San Jose
2013-09-17,66.0,52.0,58.0,29.89,10.0,8.0,30.0,T,Clear,309.0,San Jose
2013-09-18,69.0,49.0,54.0,29.87,10.0,6.0,23.0,0,Clear,299.0,San Jose
2013-09-19,71.0,46.0,48.0,29.81,10.0,6.0,22.0,0,Clear,294.0,San Jose
2013-09-20,66.0,54.0,65.0,29.84,10.0,7.0,28.0,0,Clear,309.0,San Jose
2013-09-21,64.0,57.0,79.0,29.85,8.0,7.0,28.0,0.66,Rain,194.0,San Jose
2013-09-22,63.0,52.0,69.0,29.96,10.0,7.0,25.0,0,Clear,287.0,San Jose
2013-09-23,67.0,54.0,63.0,29.98,10.0,6.0,25.0,0,Clear,321.0,San Jose
2013-09-24,67.0,52.0,66.0,29.97,10.0,10.0,30.0,0,Clear,301.0,San Jose
2013-09-25,63.0,45.0,57.0,29.9,10.0,12.0,29.0,0,Clear,287.0,San Jose
2013-09-26,63.0,42.0,50.0,29.91,10.0,8.0,23.0,0,Clear,298.0,San Jose
2013-09-27,64.0,40.0,50.0,30.05,10.0,5.0,23.0,0,Clear,311.0,San Jose
2013-09-28,67.0,42.0,53.0,30.05,10.0,6.0,24.0,0,Clear,335.0,San Jose
2013-09-29,66.0,56.0,70.0,30.09,10.0,6.0,21.0,0,Clear,306.0,San Jose
2013-09-30,67.0,57.0,74.0,30.04,10.0,7.0,24.0,0,Clear,334.0,San Jose
2013-10-01,63.0,46.0,58.0,29.98,10.0,5.0,22.0,0,Clear,319.0,San Jose
2013-10-02,64.0,47.0,57.0,29.97,10.0,6.0,24.0,0,Clear,313.0,San Jose
2013-10-03,62.0,38.0,46.0,30.01,10.0,10.0,28.0,0,Clear,279.0,San Jose
2013-10-04,70.0,26.0,25.0,30.03,10.0,6.0,28.0,0,Clear,320.0,San Jose
2013-10-05,67.0,31.0,31.0,30.13,10.0,3.0,15.0,0,Clear,251.0,San Jose
2013-10-06,67.0,34.0,32.0,30.06,10.0,4.0,15.0,0,Clear,299.0,San Jose
2013-10-07,68.0,36.0,38.0,29.94,10.0,5.0,20.0,0,Clear,307.0,San Jose
2013-10-08,63.0,44.0,56.0,29.84,10.0,6.0,26.0,0,Clear,302.0,San Jose
2013-10-09,59.0,45.0,66.0,29.69,10.0,6.0,20.0,0,Clear,126.0,San Jose
2013-10-10,62.0,46.0,59.0,29.9,10.0,7.0,,0,Clear,166.0,San Jose
2013-10-11,58.0,49.0,73.0,30.04,10.0,5.0,18.0,0,Clear,209.0,San Jose
2013-10-12,59.0,46.0,68.0,29.98,10.0,5.0,24.0,0,Clear,327.0,San Jose
2013-10-13,60.0,44.0,64.0,30.0,10.0,6.0,23.0,0,Clear,226.0,San Jose
2013-10-14,63.0,41.0,50.0,30.06,10.0,4.0,,0,Clear,288.0,San Jose
2013-10-15,63.0,37.0,43.0,30.0,10.0,5.0,21.0,0,Clear,292.0,San Jose
2013-10-16,66.0,36.0,39.0,30.04,10.0,3.0,17.0,0,Clear,302.0,San Jose
2013-10-17,65.0,36.0,39.0,30.03,10.0,4.0,17.0,0,Clear,285.0,San Jose
2013-10-18,64.0,42.0,54.0,30.02,10.0,3.0,14.0,0,Clear,295.0,San Jose
2013-10-19,64.0,48.0,57.0,30.03,10.0,2.0,15.0,0,Clear,295.0,San Jose
2013-10-20,62.0,51.0,67.0,29.99,7.0,3.0,13.0,0,Clear,302.0,San Jose
2013-10-21,61.0,52.0,74.0,29.97,7.0,3.0,14.0,0,Clear,296.0,San Jose
2013-10-22,62.0,52.0,72.0,29.99,7.0,3.0,13.0,0,Clear,298.0,San Jose
2013-10-23,60.0,52.0,82.0,29.95,5.0,4.0,15.0,0,Clear,310.0,San Jose
2013-10-24,55.0,50.0,84.0,30.05,6.0,2.0,13.0,0,Clear,302.0,San Jose
2013-10-25,58.0,49.0,69.0,30.13,8.0,2.0,13.0,0,Clear,302.0,San Jose
2013-10-26,61.0,48.0,66.0,30.09,10.0,2.0,17.0,0,Clear,288.0,San Jose
2013-10-27,57.0,48.0,78.0,29.91,9.0,8.0,35.0,0,Clear,287.0,San Jose
2013-10-28,59.0,44.0,60.0,29.75,10.0,8.0,25.0,0,Clear,256.0,San Jose
2013-10-29,56.0,46.0,71.0,29.97,10.0,6.0,17.0,0,Clear,158.0,San Jose
2013-10-30,56.0,44.0,67.0,30.11,10.0,5.0,22.0,0,Clear,260.0,San Jose
2013-10-31,58.0,43.0,62.0,30.12,10.0,4.0,,0,Clear,284.0,San Jose
2013-11-01,61.0,42.0,52.0,30.08,10.0,2.0,12.0,0,Clear,309.0,San Jose
2013-11-02,57.0,45.0,62.0,29.98,10.0,6.0,23.0,0,Clear,324.0,San Jose
2013-11-03,55.0,39.0,59.0,29.98,10.0,7.0,23.0,0,Clear,290.0,San Jose
2013-11-04,54.0,36.0,53.0,29.99,10.0,6.0,22.0,0,Clear,291.0,San Jose
2013-11-05,58.0,34.0,49.0,30.15,10.0,6.0,21.0,0,Clear,286.0,San Jose
2013-11-06,60.0,36.0,44.0,30.2,10.0,2.0,13.0,0,Clear,226.0,San Jose
2013-11-07,62.0,41.0,50.0,30.12,10.0,3.0,17.0,0,Clear,298.0,San Jose
2013-11-08,58.0,47.0,72.0,30.05,9.0,3.0,15.0,0,Clear,309.0,San Jose
2013-11-09,61.0,45.0,56.0,30.0,10.0,3.0,16.0,0,Clear,252.0,San Jose
2013-11-10,55.0,47.0,76.0,30.1,5.0,4.0,14.0,0,Fog,123.0,San Jose
2013-11-11,59.0,49.0,74.0,30.12,7.0,2.0,16.0,0,Clear,316.0,San Jose
2013-11-12,62.0,49.0,61.0,30.23,10.0,3.0,16.0,0,Clear,318.0,San Jose
2013-11-13,60.0,49.0,63.0,30.18,10.0,3.0,13.0,0,Clear,292.0,San Jose
2013-11-14,57.0,51.0,84.0,30.03,6.0,4.0,16.0,0,Clear,317.0,San Jose
2013-11-15,55.0,43.0,64.0,29.82,10.0,4.0,18.0,0,Clear,298.0,San Jose
2013-11-16,52.0,44.0,66.0,29.87,10.0,6.0,22.0,0,Clear,114.0,San Jose
2013-11-17,54.0,46.0,73.0,30.03,10.0,4.0,15.0,0,Clear,225.0,San Jose
2013-11-18,53.0,44.0,72.0,30.12,10.0,5.0,16.0,0,Clear,339.0,San Jose
2013-11-19,57.0,50.0,78.0,30.03,9.0,8.0,15.0,0.29,Rain,132.0,San Jose
2013-11-20,58.0,55.0,89.0,29.9,9.0,9.0,29.0,0.47,Rain,301.0,San Jose
2013-11-21,56.0,41.0,63.0,29.93,9.0,8.0,28.0,0.01,Rain,310.0,San Jose
2013-11-22,58.0,22.0,31.0,29.97,10.0,7.0,22.0,0,Clear,303.0,San Jose
2013-11-23,53.0,35.0,50.0,30.04,10.0,2.0,12.0,0,Clear,197.0,San Jose
2013-11-24,53.0,39.0,62.0,30.18,10.0,3.0,13.0,0,Clear,281.0,San Jose
2013-11-25,53.0,41.0,64.0,30.28,10.0,2.0,12.0,0,Clear,354.0,San Jose
2013-11-26,53.0,42.0,66.0,30.16,10.0,1.0,12.0,0,Clear,236.0,San Jose
2013-11-27,54.0,43.0,68.0,29.91,9.0,2.0,13.0,0,Clear,284.0,San Jose
2013-11-28,57.0,43.0,62.0,29.96,9.0,3.0,12.0,0,Clear,325.0,San Jose
2013-11-29,57.0,41.0,60.0,30.15,10.0,2.0,13.0,0,Clear,285.0,San Jose
2013-11-30,53.0,42.0,67.0,30.24,10.0,3.0,13.0,0,Clear,328.0,San Jose
2013-12-01,55.0,42.0,65.0,30.27,10.0,3.0,17.0,0,Clear,317.0,San Jose
2013-12-02,53.0,46.0,77.0,30.1,10.0,4.0,22.0,0,Clear,309.0,San Jose
2013-12-03,49.0,41.0,70.0,29.92,9.0,10.0,28.0,T,Rain,300.0,San Jose
2013-12-04,43.0,24.0,53.0,30.03,10.0,4.0,24.0,0,Clear,264.0,San Jose
2013-12-05,41.0,20.0,50.0,30.14,10.0,3.0,13.0,0,Clear,219.0,San Jose
2013-12-06,42.0,29.0,61.0,30.12,10.0,6.0,18.0,0.04,Rain,130.0,San Jose
2013-12-07,42.0,31.0,66.0,30.11,10.0,10.0,31.0,0.09,Rain,284.0,San Jose
2013-12-08,39.0,23.0,57.0,30.27,10.0,4.0,20.0,0,Clear,316.0,San Jose
2013-12-09,38.0,20.0,48.0,30.37,10.0,3.0,10.0,0,Clear,149.0,San Jose
2013-12-10,41.0,25.0,55.0,30.29,10.0,1.0,8.0,0,Clear,139.0,San Jose
2013-12-11,44.0,28.0,53.0,30.21,10.0,1.0,12.0,0,Clear,177.0,San Jose
2013-12-12,44.0,30.0,58.0,30.22,10.0,1.0,8.0,0,Clear,321.0,San Jose
2013-12-13,47.0,35.0,65.0,30.29,9.0,2.0,13.0,0,Clear,88.0,San Jose
2013-12-14,48.0,34.0,63.0,30.35,10.0,1.0,12.0,0,Clear,244.0,San Jose
2013-12-15,47.0,34.0,64.0,30.3,9.0,1.0,8.0,0,Clear,285.0,San Jose
2013-12-16,52.0,34.0,57.0,30.17,10.0,1.0,10.0,0,Clear,126.0,San Jose
2013-12-17,53.0,36.0,54.0,30.11,7.0,1.0,9.0,0,Clear,223.0,San Jose
2013-12-18,53.0,42.0,68.0,29.91,8.0,3.0,18.0,0,Clear,323.0,San Jose
2013-12-19,50.0,36.0,66.0,29.82,10.0,7.0,21.0,0,Clear,288.0,San Jose
2013-12-20,48.0,16.0,37.0,29.98,10.0,3.0,16.0,0,Clear,287.0,San Jose
2013-12-21,48.0,36.0,63.0,30.03,10.0,3.0,17.0,0,Clear,303.0,San Jose
2013-12-22,52.0,38.0,63.0,30.2,10.0,3.0,17.0,0,Clear,307.0,San Jose
2013-12-23,51.0,37.0,62.0,30.34,10.0,2.0,12.0,0,Clear,291.0,San Jose
2013-12-24,54.0,37.0,59.0,30.27,10.0,3.0,13.0,0,Clear,282.0,San Jose
2013-12-25,52.0,36.0,59.0,30.24,10.0,2.0,8.0,0,Clear,166.0,San Jose
2013-12-26,53.0,36.0,57.0,30.22,10.0,2.0,9.0,0,Clear,146.0,San Jose
2013-12-27,48.0,37.0,67.0,30.18,9.0,1.0,15.0,0,Clear,16.0,San Jose
2013-12-28,51.0,34.0,59.0,30.09,9.0,3.0,15.0,0,Clear,321.0,San Jose
2013-12-29,52.0,27.0,47.0,30.13,10.0,2.0,10.0,0,Clear,233.0,San Jose
2013-12-30,50.0,31.0,50.0,30.22,10.0,2.0,,0,Clear,74.0,San Jose
2013-12-31,48.0,38.0,72.0,30.23,4.0,2.0,16.0,0,Fog,137.0,San Jose
2014-01-01,49.0,34.0,62.0,30.17,8.0,1.0,10.0,0,Clear,310.0,San Jose
2014-01-02,52.0,34.0,57.0,30.11,10.0,1.0,13.0,0,Clear,259.0,San Jose
2014-01-03,52.0,35.0,53.0,30.02,10.0,2.0,10.0,0,Clear,354.0,San Jose
2014-01-04,52.0,36.0,57.0,30.02,10.0,3.0,12.0,0,Clear,227.0,San Jose
2014-01-05,51.0,28.0,45.0,30.15,10.0,1.0,8.0,0,Clear,125.0,San Jose
2014-01-06,50.0,34.0,53.0,30.21,10.0,1.0,12.0,0,Clear,290.0,San Jose
2014-01-07,54.0,39.0,58.0,30.18,10.0,3.0,12.0,0,Clear,235.0,San Jose
2014-01-08,54.0,47.0,82.0,30.2,8.0,5.0,16.0,T,Rain,309.0,San Jose
2014-01-09,53.0,46.0,79.0,30.23,8.0,4.0,21.0,0.01,Rain,303.0,San Jose
2014-01-10,52.0,43.0,69.0,30.24,10.0,2.0,13.0,0,Clear,297.0,San Jose
2014-01-11,51.0,44.0,78.0,30.23,10.0,3.0,24.0,0,Clear,349.0,San Jose
2014-01-12,52.0,41.0,72.0,30.32,10.0,6.0,22.0,0,Clear,264.0,San Jose
2014-01-13,56.0,33.0,48.0,30.39,10.0,3.0,14.0,0,Clear,236.0,San Jose
2014-01-14,57.0,27.0,43.0,30.37,10.0,3.0,24.0,0,Clear,5.0,San Jose
2014-01-15,55.0,29.0,37.0,30.27,10.0,2.0,12.0,0,Clear,154.0,San Jose
2014-01-16,56.0,29.0,40.0,30.17,10.0,1.0,10.0,0,Clear,107.0,San Jose
2014-01-17,54.0,32.0,42.0,30.14,10.0,2.0,10.0,0,Clear,272.0,San Jose
2014-01-18,54.0,31.0,46.0,30.11,10.0,1.0,12.0,0,Clear,330.0,San Jose
2014-01-19,53.0,31.0,43.0,30.09,10.0,1.0,14.0,0,Clear,310.0,San Jose
2014-01-20,54.0,30.0,44.0,30.17,10.0,1.0,10.0,0,Clear,64.0,San Jose
2014-01-21,53.0,31.0,47.0,30.21,10.0,2.0,10.0,0,Clear,237.0,San Jose
2014-01-22,55.0,31.0,51.0,30.04,10.0,3.0,13.0,0,Clear,307.0,San Jose
2014-01-23,54.0,32.0,52.0,29.92,10.0,2.0,14.0,0,Clear,208.0,San Jose
2014-01-24,53.0,38.0,58.0,30.16,8.0,1.0,8.0,0,Clear,358.0,San Jose
2014-01-25,58.0,37.0,50.0,30.19,10.0,2.0,12.0,0,Clear,298.0,San Jose
2014-01-26,58.0,36.0,58.0,30.09,10.0,4.0,14.0,0,Clear,314.0,San Jose
2014-01-27,55.0,47.0,74.0,30.14,5.0,2.0,13.0,0,Fog,239.0,San Jose
2014-01-28,58.0,51.0,73.0,30.22,9.0,4.0,22.0,0,Clear,305.0,San Jose
2014-01-29,62.0,56.0,84.0,30.13,7.0,4.0,20.0,0.01,Rain,312.0,San Jose
2014-01-30,56.0,47.0,74.0,29.92,10.0,8.0,,0.1,Rain,285.0,San Jose
2014-01-31,52.0,40.0,60.0,30.04,10.0,6.0,20.0,0,Clear,294.0,San Jose
2014-02-01,49.0,33.0,52.0,30.12,10.0,4.0,16.0,0,Clear,335.0,San Jose
2014-02-02,48.0,39.0,80.0,29.93,10.0,10.0,36.0,0.08,Rain,125.0,San Jose
2014-02-03,48.0,38.0,68.0,30.04,10.0,6.0,26.0,0,Clear,266.0,San Jose
2014-02-04,46.0,36.0,68.0,30.12,10.0,5.0,17.0,0,Clear,212.0,San Jose
2014-02-05,47.0,37.0,64.0,30.16,10.0,5.0,17.0,0.01,Rain,130.0,San Jose
2014-02-06,50.0,46.0,86.0,29.96,9.0,10.0,28.0,0.61,Rain,124.0,San Jose
2014-02-07,51.0,50.0,92.0,30.06,10.0,10.0,35.0,0.14,Rain,122.0,San Jose
2014-02-08,57.0,51.0,79.0,30.13,10.0,13.0,29.0,0.02,Rain,126.0,San Jose
2014-02-09,60.0,53.0,80.0,30.14,10.0,10.0,23.0,0.05,Clear,136.0,San Jose
2014-02-10,57.0,52.0,86.0,30.22,9.0,5.0,16.0,0.01,Clear,311.0,San Jose
2014-02-11,56.0,49.0,80.0,30.23,6.0,3.0,17.0,0,Clear,325.0,San Jose
2014-02-12,56.0,47.0,78.0,30.23,8.0,3.0,14.0,0,Clear,294.0,San Jose
2014-02-13,59.0,51.0,80.0,30.17,6.0,4.0,15.0,0,Fog,276.0,San Jose
2014-02-14,58.0,53.0,82.0,30.13,7.0,4.0,14.0,T,Clear,312.0,San Jose
2014-02-15,56.0,49.0,80.0,30.02,10.0,6.0,23.0,0.02,Rain,128.0,San Jose
2014-02-16,55.0,45.0,67.0,30.13,9.0,5.0,23.0,0.04,Rain,307.0,San Jose
2014-02-17,50.0,40.0,64.0,30.15,10.0,6.0,20.0,0,Clear,307.0,San Jose
2014-02-18,54.0,44.0,64.0,30.15,10.0,4.0,24.0,0,Clear,316.0,San Jose
2014-02-19,56.0,47.0,72.0,30.16,10.0,8.0,23.0,0.01,Rain,304.0,San Jose
2014-02-20,55.0,39.0,59.0,30.16,10.0,4.0,17.0,0,Clear,289.0,San Jose
2014-02-21,57.0,41.0,54.0,30.06,10.0,4.0,17.0,0,Clear,306.0,San Jose
2014-02-22,57.0,44.0,60.0,29.98,10.0,5.0,17.0,0,Clear,304.0,San Jose
2014-02-23,57.0,46.0,64.0,29.99,9.0,3.0,20.0,0,Clear,284.0,San Jose
2014-02-24,59.0,43.0,61.0,29.96,10.0,3.0,18.0,0,Clear,291.0,San Jose
2014-02-25,55.0,45.0,76.0,29.95,8.0,6.0,16.0,0,Clear,163.0,San Jose
2014-02-26,57.0,51.0,83.0,29.86,9.0,13.0,40.0,0.68,Rain,129.0,San Jose
2014-02-27,59.0,48.0,66.0,29.79,10.0,10.0,36.0,0.01,Rain,123.0,San Jose
2014-02-28,57.0,50.0,78.0,29.43,8.0,12.0,35.0,0.97,Rain,125.0,San Jose
2014-03-01,62.0,48.0,63.0,29.63,10.0,10.0,25.0,0.03,Rain,108.0,San Francisco
2014-03-02,57.0,51.0,75.0,30.01,9.0,9.0,26.0,0.02,Rain,181.0,San Francisco
2014-03-03,56.0,49.0,77.0,30.11,10.0,6.0,28.0,0.1,Rain,135.0,San Francisco
2014-03-04,61.0,52.0,77.0,30.09,10.0,5.0,,T,Rain,16.0,San Francisco
2014-03-05,60.0,54.0,73.0,30.06,8.0,6.0,23.0,0.26,Rain,211.0,San Francisco
2014-03-06,58.0,53.0,80.0,30.13,9.0,8.0,20.0,0.01,Rain,258.0,San Francisco
2014-03-07,57.0,47.0,67.0,30.15,10.0,6.0,24.0,0,Clear,296.0,San Francisco
2014-03-08,59.0,48.0,63.0,30.16,10.0,4.0,48.0,0,Fog,285.0,San Francisco
2014-03-09,63.0,51.0,69.0,30.13,10.0,6.0,18.0,T,Rain,291.0,San Francisco
2014-03-10,62.0,48.0,66.0,30.17,10.0,8.0,22.0,T,Rain,307.0,San Francisco
2014-03-11,61.0,31.0,40.0,30.1,10.0,11.0,37.0,0,Clear,6.0,San Francisco
2014-03-12,66.0,28.0,26.0,30.05,10.0,16.0,40.0,0,Clear,28.0,San Francisco
2014-03-13,58.0,43.0,58.0,30.03,10.0,6.0,,0,Clear,270.0,San Francisco
2014-03-14,60.0,49.0,68.0,30.15,10.0,7.0,21.0,0,Clear,248.0,San Francisco
2014-03-15,62.0,48.0,63.0,30.27,10.0,6.0,16.0,0,Fog,293.0,San Francisco
2014-03-16,60.0,48.0,68.0,30.27,10.0,8.0,23.0,0,Fog,292.0,San Francisco
2014-03-17,59.0,46.0,60.0,30.11,10.0,11.0,29.0,T,Clear,291.0,San Francisco
2014-03-18,57.0,39.0,55.0,29.95,10.0,5.0,22.0,0,Clear,290.0,San Francisco
2014-03-19,59.0,40.0,52.0,30.04,10.0,6.0,26.0,0,Clear,316.0,San Francisco
2014-03-20,60.0,45.0,61.0,30.02,10.0,8.0,,0,Clear,292.0,San Francisco
2014-03-21,56.0,45.0,69.0,29.98,10.0,8.0,37.0,0,Clear,263.0,San Francisco
2014-03-22,58.0,45.0,64.0,30.06,10.0,8.0,23.0,0,Clear,246.0,San Francisco
2014-03-23,57.0,46.0,68.0,30.14,10.0,7.0,20.0,0,Clear,280.0,San Francisco
2014-03-24,59.0,46.0,58.0,30.1,10.0,6.0,29.0,0,Clear,328.0,San Francisco
2014-03-25,54.0,49.0,75.0,29.97,9.0,8.0,29.0,0.15,Rain,253.0,San Francisco
2014-03-26,58.0,48.0,77.0,29.87,8.0,12.0,35.0,0.63,Rain,235.0,San Francisco
2014-03-27,61.0,46.0,61.0,30.07,10.0,9.0,25.0,T,Clear,244.0,San Francisco
2014-03-28,63.0,49.0,63.0,30.16,10.0,9.0,30.0,0.01,Rain,191.0,San Francisco
2014-03-29,57.0,51.0,79.0,30.07,8.0,12.0,29.0,0.87,Rain,200.0,San Francisco
2014-03-30,56.0,44.0,64.0,30.11,10.0,10.0,21.0,0,Clear,277.0,San Francisco
2014-03-31,53.0,44.0,76.0,29.94,8.0,13.0,36.0,0.57,Rain,169.0,San Francisco
2014-04-01,52.0,43.0,72.0,29.89,9.0,13.0,36.0,0.69,Rain,158.0,San Francisco
2014-04-02,53.0,43.0,68.0,30.03,10.0,8.0,28.0,T,Rain,357.0,San Francisco
2014-04-03,54.0,44.0,69.0,30.1,10.0,8.0,20.0,0,Clear,211.0,San Francisco
2014-04-04,56.0,46.0,71.0,30.02,9.0,8.0,28.0,0.32,Rain,292.0,San Francisco
2014-04-05,56.0,46.0,71.0,30.13,10.0,7.0,21.0,0,Clear,292.0,San Francisco
2014-04-06,61.0,50.0,71.0,30.18,10.0,5.0,29.0,0,Clear,275.0,San Francisco
2014-04-07,65.0,52.0,62.0,30.11,10.0,6.0,20.0,0,Clear,291.0,San Francisco
2014-04-08,67.0,53.0,70.0,30.07,10.0,6.0,20.0,0,Clear,299.0,San Francisco
2014-04-09,59.0,49.0,75.0,30.06,10.0,8.0,49.0,0,Clear,295.0,San Francisco
2014-04-10,63.0,50.0,71.0,29.99,10.0,7.0,26.0,0,Clear,302.0,San Francisco
2014-04-11,58.0,49.0,75.0,29.92,10.0,9.0,28.0,0,Clear,298.0,San Francisco
2014-04-12,59.0,47.0,69.0,29.92,10.0,11.0,28.0,0,Clear,262.0,San Francisco
2014-04-13,61.0,48.0,69.0,30.01,10.0,9.0,25.0,0,Clear,262.0,San Francisco
2014-04-14,59.0,49.0,73.0,30.07,9.0,8.0,23.0,0,Clear,283.0,San Francisco
2014-04-15,59.0,48.0,70.0,30.0,10.0,8.0,30.0,0,Clear,275.0,San Francisco
2014-04-16,62.0,49.0,64.0,29.89,9.0,8.0,24.0,0,Clear,257.0,San Francisco
2014-04-17,58.0,49.0,75.0,29.85,10.0,7.0,29.0,0,Clear,262.0,San Francisco
2014-04-18,58.0,48.0,70.0,29.92,10.0,8.0,31.0,0,Clear,263.0,San Francisco
2014-04-19,59.0,48.0,69.0,30.07,10.0,12.0,38.0,0,Clear,262.0,San Francisco
2014-04-20,63.0,48.0,60.0,30.11,10.0,6.0,36.0,0,Clear,269.0,San Francisco
2014-04-21,59.0,46.0,63.0,30.04,10.0,9.0,41.0,0,Clear,275.0,San Francisco
2014-04-22,59.0,42.0,60.0,30.06,10.0,19.0,36.0,T,Rain,287.0,San Francisco
2014-04-23,56.0,41.0,56.0,30.12,10.0,9.0,33.0,0,Clear,299.0,San Francisco
2014-04-24,59.0,51.0,71.0,30.07,10.0,9.0,36.0,0.02,Rain,268.0,San Francisco
2014-04-25,55.0,49.0,74.0,29.88,8.0,12.0,35.0,0.57,Rain,253.0,San Francisco
2014-04-26,53.0,42.0,63.0,29.99,10.0,10.0,30.0,0,Clear,280.0,San Francisco
