date,mean_temperature_f,mean_dew_point_f,mean_humidity,mean_sea_level_pressure_inches,mean_visibility_miles,mean_wind_speed_mph,max_gust_speed_mph,precipitation_inches,events,wind_dir_degrees,city
2013-08-29,68.0,58.0,75.0,30.02,10.0,11.0,28.0,0,Clear,286.0,San Francisco
2013-08-30,69.0,58.0,70.0,30.0,10.0,13.0,35.0,0,Clear,291.0,San Francisco
2013-08-31,64.0,56.0,75.0,29.96,10.0,15.0,31.0,0,Clear,284.0,San Francisco
2013-09-01,66.0,56.0,68.0,29.93,10.0,13.0,29.0,0,Clear,284.0,San Francisco
2013-09-02,69.0,60.0,77.0,29.94,10.0,12.0,30.0,0,Clear,277.0,San Francisco
2013-09-03,67.0,56.0,65.0,29.98,10.0,15.0,31.0,0,Clear,276.0,San Francisco
2013-09-04,68.0,57.0,72.0,30.01,10.0,19.0,35.0,0,Clear,269.0,San Francisco
2013-09-05,66.0,56.0,74.0,30.0,10.0,21.0,37.0,0,Clear,270.0,San Francisco
2013-09-06,71.0,51.0,58.0,29.92,10.0,8.0,28.0,0,Clear,287.0,San Francisco
2013-09-07,73.0,54.0,59.0,29.85,10.0,8.0,25.0,0,Clear,305.0,San Francisco
2013-09-08,65.0,54.0,70.0,29.83,10.0,11.0,31.0,0,Clear,299.0,San Francisco
2013-09-09,66.0,55.0,70.0,29.77,10.0,11.0,30.0,0,Clear,303.0,San Francisco
2013-09-10,66.0,56.0,73.0,29.82,10.0,8.0,21.0,0,Clear,230.0,San Francisco
2013-09-11,68.0,55.0,68.0,29.97,10.0,9.0,23.0,0,Clear,219.0,San Francisco
2013-09-12,65.0,57.0,73.0,29.95,10.0,11.0,30.0,0,Fog,268.0,San Francisco
2013-09-13,62.0,54.0,80.0,29.87,10.0,15.0,37.0,0,Clear,271.0,San Francisco
2013-09-14,62.0,54.0,77.0,29.81,10.0,16.0,33.0,0,Clear,265.0,San Francisco
2013-09-15,66.0,55.0,72.0,29.85,10.0,13.0,26.0,0,Clear,276.0,San Francisco
2013-09-16,65.0,55.0,74.0,29.87,10.0,16.0,39.0,0,Clear,274.0,San Francisco
2013-09-17,63.0,53.0,72.0,29.87,10.0,22.0,51.0,0,Clear,270.0,San Francisco
2013-09-18,66.0,49.0,60.0,29.88,10.0,10.0,30.0,0,Clear,278.0,San Francisco
2013-09-19,67.0,50.0,58.0,29.82,10.0,10.0,33.0,0,Clear,297.0,San Francisco
2013-09-20,65.0,56.0,70.0,29.84,10.0,10.0,23.0,0,Clear,248.0,San Francisco
2013-09-21,63.0,56.0,75.0,29.85,9.0,12.0,28.0,0.23,Rain,218.0,San Francisco
2013-09-22,63.0,53.0,70.0,29.97,10.0,10.0,35.0,0,Clear,292.0,San Francisco
2013-09-23,68.0,54.0,64.0,29.99,10.0,9.0,30.0,0,Clear,294.0,San Francisco
2013-09-24,65.0,52.0,66.0,29.97,10.0,19.0,43.0,0,Clear,277.0,San Francisco
2013-09-25,62.0,47.0,64.0,29.91,10.0,20.0,45.0,0,Clear,281.0,San Francisco
2013-09-26,62.0,43.0,53.0,29.92,10.0,11.0,29.0,0,Clear,281.0,San Francisco
2013-09-27,66.0,41.0,46.0,30.06,10.0,7.0,28.0,0,Clear,279.0,San Francisco
2013-09-28,66.0,48.0,60.0,30.06,10.0,9.0,32.0,0,Clear,296.0,San Francisco
2013-09-29,66.0,56.0,70.0,30.09,10.0,7.0,21.0,0,Clear,253.0,San Francisco
2013-09-30,66.0,57.0,69.0,30.03,10.0,10.0,26.0,T,Fog,264.0,San Francisco
2013-10-01,63.0,48.0,61.0,29.98,10.0,13.0,26.0,0,Clear,273.0,San Francisco
2013-10-02,62.0,46.0,61.0,29.98,10.0,14.0,35.0,0,Clear,280.0,San Francisco
2013-10-03,62.0,41.0,47.0,30.02,10.0,13.0,30.0,0,Clear,294.0,San Francisco
2013-10-04,69.0,42.0,38.0,30.05,10.0,9.0,25.0,0,Clear,13.0,San Francisco
2013-10-05,69.0,36.0,36.0,30.14,10.0,5.0,13.0,0,Clear,122.0,San Francisco
2013-10-06,70.0,44.0,40.0,30.07,10.0,5.0,15.0,0.01,Clear,345.0,San Francisco
2013-10-07,68.0,41.0,46.0,29.95,10.0,9.0,31.0,0,Clear,295.0,San Francisco
2013-10-08,62.0,47.0,59.0,29.84,10.0,10.0,24.0,0,Clear,278.0,San Francisco
2013-10-09,60.0,45.0,60.0,29.69,10.0,8.0,21.0,0,Clear,286.0,San Francisco
2013-10-10,62.0,47.0,61.0,29.91,10.0,5.0,15.0,0,Clear,302.0,San Francisco
2013-10-11,57.0,47.0,70.0,30.04,10.0,9.0,30.0,0,Clear,275.0,San Francisco
2013-10-12,56.0,46.0,71.0,29.98,8.0,13.0,40.0,0,Fog,252.0,San Francisco
2013-10-13,62.0,47.0,60.0,30.01,10.0,7.0,26.0,0,Clear,286.0,San Francisco
2013-10-14,64.0,41.0,49.0,30.06,10.0,5.0,,0,Clear,272.0,San Francisco
2013-10-15,67.0,37.0,40.0,30.01,10.0,5.0,22.0,0,Clear,294.0,San Francisco
2013-10-16,67.0,42.0,41.0,30.05,10.0,4.0,14.0,0,Clear,305.0,San Francisco
2013-10-17,68.0,45.0,56.0,30.03,10.0,7.0,24.0,0,Clear,306.0,San Francisco
2013-10-18,60.0,48.0,66.0,30.02,10.0,10.0,25.0,0,Clear,294.0,San Francisco
2013-10-19,62.0,48.0,65.0,30.04,10.0,9.0,23.0,0,Clear,301.0,San Francisco
2013-10-20,57.0,47.0,77.0,29.99,8.0,11.0,26.0,0,Fog,290.0,San Francisco
2013-10-21,55.0,47.0,80.0,29.98,10.0,9.0,25.0,0,Clear,284.0,San Francisco
2013-10-22,56.0,48.0,82.0,29.99,5.0,10.0,25.0,0,Fog,281.0,San Francisco
2013-10-23,55.0,48.0,83.0,29.96,7.0,9.0,28.0,0,Fog,282.0,San Francisco
2013-10-24,57.0,47.0,73.0,30.05,10.0,9.0,20.0,0,Clear,269.0,San Francisco
2013-10-25,59.0,47.0,69.0,30.13,10.0,9.0,24.0,0,Clear,263.0,San Francisco
2013-10-26,60.0,48.0,67.0,30.09,10.0,9.0,25.0,0,Fog,292.0,San Francisco
2013-10-27,55.0,47.0,76.0,29.9,10.0,18.0,51.0,T,Rain,267.0,San Francisco
2013-10-28,57.0,46.0,69.0,29.75,10.0,15.0,43.0,0,Clear,263.0,San Francisco
2013-10-29,58.0,45.0,66.0,29.97,10.0,7.0,21.0,0,Clear,256.0,San Francisco
2013-10-30,57.0,45.0,66.0,30.11,10.0,7.0,22.0,0,Clear,286.0,San Francisco
2013-10-31,59.0,43.0,54.0,30.13,10.0,4.0,,0,Clear,300.0,San Francisco
2013-11-01,63.0,45.0,57.0,30.08,10.0,4.0,18.0,0,Clear,315.0,San Francisco
2013-11-02,57.0,47.0,73.0,29.99,9.0,13.0,33.0,0,Clear,284.0,San Francisco
2013-11-03,55.0,41.0,56.0,29.99,10.0,9.0,24.0,0,Clear,277.0,San Francisco
2013-11-04,56.0,39.0,56.0,30.0,10.0,9.0,28.0,0,Clear,286.0,San Francisco
2013-11-05,61.0,38.0,44.0,30.16,10.0,4.0,17.0,0,Clear,279.0,San Francisco
2013-11-06,61.0,42.0,52.0,30.21,10.0,0.0,6.0,0,Clear,68.0,San Francisco
2013-11-07,64.0,46.0,61.0,30.13,10.0,8.0,26.0,0,Clear,284.0,San Francisco
2013-11-08,60.0,48.0,72.0,30.05,7.0,8.0,26.0,0,Fog,269.0,San Francisco
2013-11-09,57.0,47.0,64.0,30.01,10.0,3.0,14.0,0,Clear,334.0,San Francisco
2013-11-10,58.0,48.0,72.0,30.09,10.0,5.0,16.0,0,Clear,269.0,San Francisco
2013-11-11,58.0,49.0,72.0,30.13,9.0,5.0,15.0,0,Clear,76.0,San Francisco
2013-11-12,64.0,50.0,62.0,30.23,10.0,7.0,22.0,T,Clear,312.0,San Francisco
2013-11-13,60.0,51.0,77.0,30.18,10.0,8.0,26.0,0,Fog,303.0,San Francisco
2013-11-14,56.0,49.0,84.0,30.03,10.0,13.0,37.0,0,Clear,266.0,San Francisco
2013-11-15,58.0,44.0,66.0,29.82,10.0,12.0,40.0,0,Clear,268.0,San Francisco
2013-11-16,56.0,46.0,67.0,29.86,10.0,14.0,35.0,0,Clear,273.0,San Francisco
2013-11-17,56.0,45.0,69.0,30.03,10.0,6.0,16.0,0,Clear,245.0,San Francisco
2013-11-18,53.0,44.0,69.0,30.12,10.0,5.0,18.0,0,Clear,199.0,San Francisco
2013-11-19,58.0,50.0,80.0,30.03,9.0,7.0,16.0,0.28,Rain,131.0,San Francisco
2013-11-20,55.0,53.0,90.0,29.9,9.0,7.0,24.0,0.63,Rain,239.0,San Francisco
2013-11-21,56.0,42.0,64.0,29.94,10.0,11.0,39.0,T,Rain,349.0,San Francisco
2013-11-22,63.0,32.0,30.0,29.97,10.0,14.0,32.0,0,Clear,47.0,San Francisco
2013-11-23,58.0,38.0,50.0,30.04,10.0,5.0,32.0,0,Clear,79.0,San Francisco
2013-11-24,53.0,43.0,70.0,30.19,10.0,3.0,10.0,0,Clear,319.0,San Francisco
2013-11-25,53.0,43.0,70.0,30.28,10.0,2.0,10.0,0,Clear,180.0,San Francisco
2013-11-26,55.0,44.0,65.0,30.16,9.0,2.0,8.0,0,Clear,100.0,San Francisco
2013-11-27,55.0,45.0,69.0,29.92,9.0,1.0,7.0,0,Clear,137.0,San Francisco
2013-11-28,58.0,44.0,64.0,29.96,9.0,4.0,18.0,0,Clear,280.0,San Francisco
2013-11-29,54.0,45.0,70.0,30.15,10.0,3.0,28.0,0,Fog,316.0,San Francisco
2013-11-30,54.0,47.0,79.0,30.25,6.0,4.0,20.0,0,Fog,303.0,San Francisco
2013-12-01,57.0,46.0,66.0,30.27,10.0,4.0,16.0,0,Clear,308.0,San Francisco
2013-12-02,54.0,49.0,80.0,30.1,8.0,14.0,38.0,T,Fog-Rain,277.0,San Francisco
2013-12-03,51.0,38.0,69.0,29.92,10.0,14.0,31.0,0,Clear,285.0,San Francisco
2013-12-04,46.0,26.0,46.0,30.04,10.0,5.0,16.0,0,Clear,309.0,San Francisco
2013-12-05,43.0,24.0,45.0,30.14,10.0,4.0,14.0,0,Clear,196.0,San Francisco
2013-12-06,45.0,37.0,65.0,30.1,10.0,9.0,43.0,0.29,Rain,180.0,San Francisco
2013-12-07,45.0,32.0,63.0,30.09,10.0,13.0,36.0,0.06,Rain,293.0,San Francisco
2013-12-08,42.0,24.0,53.0,30.28,10.0,10.0,24.0,0,Clear,64.0,San Francisco
2013-12-09,44.0,23.0,49.0,30.37,10.0,8.0,23.0,0,Clear,113.0,San Francisco
2013-12-10,43.0,30.0,56.0,30.3,10.0,3.0,13.0,0,Clear,138.0,San Francisco
2013-12-11,48.0,32.0,60.0,30.21,10.0,3.0,16.0,0,Clear,130.0,San Francisco
2013-12-12,46.0,35.0,67.0,30.23,10.0,4.0,20.0,0,Clear,278.0,San Francisco
2013-12-13,47.0,41.0,76.0,30.28,9.0,4.0,14.0,0,Clear,353.0,San Francisco
2013-12-14,50.0,37.0,61.0,30.35,10.0,2.0,10.0,0,Clear,263.0,San Francisco
2013-12-15,50.0,38.0,60.0,30.3,9.0,2.0,12.0,0,Clear,102.0,San Francisco
2013-12-16,54.0,37.0,54.0,30.18,10.0,2.0,13.0,0,Clear,113.0,San Francisco
2013-12-17,53.0,41.0,60.0,30.11,6.0,3.0,8.0,0,Clear,96.0,San Francisco
2013-12-18,51.0,43.0,72.0,29.91,9.0,12.0,40.0,0,Clear,274.0,San Francisco
2013-12-19,53.0,36.0,52.0,29.83,10.0,12.0,43.0,0,Clear,306.0,San Francisco
2013-12-20,50.0,32.0,50.0,29.98,10.0,5.0,18.0,0,Clear,257.0,San Francisco
2013-12-21,54.0,45.0,74.0,30.03,10.0,7.0,21.0,0,Clear,288.0,San Francisco
2013-12-22,54.0,42.0,64.0,30.21,10.0,1.0,10.0,0,Clear,337.0,San Francisco
2013-12-23,52.0,40.0,64.0,30.35,9.0,1.0,9.0,0,Clear,32.0,San Francisco
2013-12-24,52.0,41.0,64.0,30.27,9.0,2.0,24.0,0,Clear,308.0,San Francisco
2013-12-25,53.0,40.0,60.0,30.25,10.0,1.0,8.0,0,Clear,218.0,San Francisco
2013-12-26,53.0,41.0,63.0,30.22,9.0,1.0,8.0,0,Clear,24.0,San Francisco
2013-12-27,50.0,41.0,64.0,30.19,10.0,2.0,9.0,0,Clear,60.0,San Francisco
2013-12-28,52.0,38.0,59.0,30.1,10.0,2.0,13.0,0,Clear,262.0,San Francisco
2013-12-29,55.0,29.0,43.0,30.13,10.0,3.0,26.0,0,Clear,129.0,San Francisco
2013-12-30,51.0,40.0,65.0,30.22,10.0,3.0,15.0,0,Clear,312.0,San Francisco
2013-12-31,50.0,40.0,73.0,30.22,7.0,3.0,15.0,0,Fog,278.0,San Francisco
2014-01-01,49.0,40.0,69.0,30.17,9.0,1.0,10.0,0,Clear,290.0,San Francisco
2014-01-02,53.0,39.0,58.0,30.11,10.0,1.0,6.0,0,Clear,146.0,San Francisco
2014-01-03,54.0,41.0,59.0,30.02,10.0,4.0,16.0,0,Clear,297.0,San Francisco
2014-01-04,55.0,42.0,65.0,30.02,6.0,2.0,18.0,0,Fog,266.0,San Francisco
2014-01-05,55.0,32.0,45.0,30.16,10.0,5.0,15.0,0,Clear,125.0,San Francisco
2014-01-06,52.0,40.0,61.0,30.21,10.0,2.0,10.0,0,Clear,75.0,San Francisco
2014-01-07,54.0,45.0,70.0,30.18,9.0,4.0,17.0,T,Rain,304.0,San Francisco
2014-01-08,56.0,48.0,79.0,30.2,9.0,9.0,24.0,0.01,Clear,281.0,San Francisco
2014-01-09,56.0,47.0,73.0,30.23,10.0,12.0,31.0,T,Clear,287.0,San Francisco
2014-01-10,54.0,46.0,75.0,30.25,9.0,6.0,17.0,0,Clear,310.0,San Francisco
2014-01-11,52.0,46.0,83.0,30.23,10.0,6.0,22.0,T,Clear,281.0,San Francisco
2014-01-12,53.0,42.0,70.0,30.33,10.0,7.0,20.0,0,Clear,313.0,San Francisco
2014-01-13,55.0,37.0,50.0,30.4,10.0,3.0,22.0,0,Clear,88.0,San Francisco
2014-01-14,58.0,37.0,45.0,30.38,10.0,2.0,15.0,0,Clear,134.0,San Francisco
2014-01-15,61.0,34.0,44.0,30.27,10.0,3.0,13.0,0,Clear,131.0,San Francisco
2014-01-16,60.0,35.0,45.0,30.18,10.0,2.0,10.0,0,Clear,125.0,San Francisco
2014-01-17,56.0,39.0,53.0,30.15,9.0,1.0,7.0,0,Clear,128.0,San Francisco
2014-01-18,55.0,39.0,57.0,30.11,9.0,1.0,12.0,0,Clear,128.0,San Francisco
2014-01-19,55.0,38.0,54.0,30.1,10.0,2.0,7.0,0,Clear,110.0,San Francisco
2014-01-20,55.0,41.0,60.0,30.17,9.0,2.0,9.0,0,Clear,354.0,San Francisco
2014-01-21,56.0,37.0,48.0,30.21,10.0,2.0,13.0,0,Clear,258.0,San Francisco
2014-01-22,55.0,41.0,64.0,30.05,10.0,5.0,22.0,0,Clear,304.0,San Francisco
2014-01-23,57.0,38.0,51.0,29.93,9.0,5.0,21.0,0,Clear,61.0,San Francisco
2014-01-24,55.0,41.0,56.0,30.16,8.0,3.0,9.0,0,Clear,5.0,San Francisco
2014-01-25,57.0,43.0,60.0,30.19,9.0,2.0,13.0,0,Clear,281.0,San Francisco
2014-01-26,57.0,43.0,65.0,30.09,10.0,6.0,24.0,0,Clear,317.0,San Francisco
2014-01-27,54.0,46.0,73.0,30.15,10.0,6.0,20.0,0,Clear,301.0,San Francisco
2014-01-28,59.0,53.0,81.0,30.22,10.0,5.0,21.0,0,Clear,290.0,San Francisco
2014-01-29,59.0,54.0,89.0,30.11,10.0,8.0,22.0,T,Rain,282.0,San Francisco
2014-01-30,55.0,48.0,80.0,29.91,10.0,14.0,38.0,T,Rain,267.0,San Francisco
2014-01-31,54.0,42.0,63.0,30.04,10.0,12.0,38.0,0,Clear,285.0,San Francisco
2014-02-01,51.0,39.0,63.0,30.12,10.0,6.0,23.0,0,Clear,270.0,San Francisco
2014-02-02,53.0,42.0,74.0,29.92,8.0,12.0,33.0,0.85,Rain,111.0,San Francisco
2014-02-03,51.0,41.0,69.0,30.04,10.0,11.0,32.0,0,Clear,306.0,San Francisco
2014-02-04,50.0,40.0,67.0,30.12,10.0,7.0,23.0,0,Clear,288.0,San Francisco
2014-02-05,49.0,42.0,73.0,30.15,10.0,7.0,24.0,0.09,Rain,255.0,San Francisco
2014-02-06,50.0,48.0,90.0,29.96,8.0,7.0,23.0,0.64,Rain,100.0,San Francisco
2014-02-07,54.0,51.0,92.0,30.04,9.0,11.0,40.0,0.23,Rain,152.0,San Francisco
2014-02-08,56.0,55.0,92.0,30.1,5.0,13.0,37.0,0.42,Rain,164.0,San Francisco
2014-02-09,57.0,56.0,92.0,30.12,6.0,9.0,26.0,0.35,Rain,174.0,San Francisco
2014-02-10,54.0,52.0,93.0,30.23,9.0,10.0,20.0,T,Rain,274.0,San Francisco
2014-02-11,53.0,49.0,92.0,30.22,10.0,9.0,26.0,0,Clear,287.0,San Francisco
2014-02-12,51.0,48.0,92.0,30.24,7.0,6.0,22.0,0,Fog,278.0,San Francisco
2014-02-13,59.0,53.0,87.0,30.17,6.0,8.0,20.0,0,Fog,288.0,San Francisco
2014-02-14,61.0,54.0,80.0,30.13,8.0,5.0,16.0,0,Clear,293.0,San Francisco
2014-02-15,57.0,52.0,83.0,30.02,10.0,5.0,21.0,T,Rain,174.0,San Francisco
2014-02-16,57.0,47.0,68.0,30.14,10.0,8.0,23.0,0.01,Clear,292.0,San Francisco
2014-02-17,54.0,45.0,69.0,30.16,10.0,10.0,25.0,0,Clear,280.0,San Francisco
2014-02-18,55.0,49.0,80.0,30.15,10.0,8.0,25.0,0,Clear,272.0,San Francisco
2014-02-19,57.0,48.0,72.0,30.16,10.0,14.0,26.0,0.01,Clear,276.0,San Francisco
2014-02-20,56.0,44.0,65.0,30.17,10.0,6.0,22.0,0,Clear,277.0,San Francisco
2014-02-21,58.0,46.0,61.0,30.06,10.0,7.0,26.0,0,Clear,282.0,San Francisco
2014-02-22,56.0,48.0,78.0,29.99,10.0,9.0,28.0,0,Clear,286.0,San Francisco
2014-02-23,55.0,47.0,81.0,30.0,9.0,8.0,26.0,0,Clear,268.0,San Francisco
2014-02-24,58.0,47.0,65.0,29.96,10.0,6.0,21.0,0,Clear,302.0,San Francisco
2014-02-25,55.0,48.0,78.0,29.95,9.0,6.0,23.0,0,Clear,215.0,San Francisco
2014-02-26,57.0,52.0,80.0,29.84,9.0,15.0,39.0,0.43,Rain,147.0,San Francisco
2014-02-27,58.0,51.0,81.0,29.85,10.0,15.0,35.0,0.22,Rain,205.0,San Francisco
2014-02-28,59.0,50.0,65.0,29.43,8.0,13.0,33.0,0.74,Rain,208.0,San Francisco
2013-08-29,71.0,59.0,79.0,30.02,10.0,6.0,17.0,0,Clear,313.0,Redwood City
2013-08-30,74.0,59.0,73.0,30.01,10.0,2.0,17.0,0,Clear,292.0,Redwood City
2013-08-31,68.0,56.0,72.0,29.96,10.0,4.0,,0,Clear,324.0,Redwood City
2013-09-01,71.0,57.0,72.0,29.94,10.0,5.0,17.0,0,Clear,294.0,Redwood City
2013-09-02,70.0,61.0,79.0,29.94,10.0,6.0,17.0,0,Clear,291.0,Redwood City
2013-09-03,68.0,55.0,71.0,29.98,10.0,5.0,20.0,0,Clear,284.0,Redwood City
2013-09-04,68.0,56.0,73.0,30.01,10.0,6.0,23.0,0,Clear,277.0,Redwood City
2013-09-05,68.0,55.0,70.0,30.0,10.0,8.0,25.0,0,Clear,279.0,Redwood City
2013-09-06,73.0,51.0,60.0,29.94,10.0,1.0,,0,Clear,295.0,Redwood City
2013-09-07,78.0,52.0,55.0,29.85,10.0,3.0,,0,Clear,327.0,Redwood City
2013-09-08,68.0,57.0,77.0,29.85,10.0,3.0,,0,Clear,350.0,Redwood City
2013-09-09,73.0,57.0,77.0,29.78,10.0,3.0,,0,Clear,336.0,Redwood City
2013-09-10,70.0,57.0,76.0,29.81,10.0,3.0,17.0,0,Clear,298.0,Redwood City
2013-09-11,67.0,56.0,74.0,29.95,10.0,4.0,23.0,0,Clear,267.0,Redwood City
2013-09-12,68.0,57.0,78.0,29.96,10.0,3.0,18.0,0,Clear,297.0,Redwood City
2013-09-13,67.0,55.0,77.0,29.88,10.0,6.0,,0,Clear,294.0,Redwood City
2013-09-14,62.0,55.0,82.0,29.82,10.0,9.0,20.0,0,Clear,266.0,Redwood City
2013-09-15,68.0,56.0,77.0,29.83,10.0,6.0,20.0,0,Clear,283.0,Redwood City
2013-09-16,68.0,57.0,80.0,29.88,10.0,4.0,23.0,0,Clear,283.0,Redwood City
2013-09-17,64.0,53.0,70.0,29.88,10.0,9.0,32.0,0,Clear,281.0,Redwood City
2013-09-18,68.0,49.0,63.0,29.88,10.0,3.0,,0,Clear,264.0,Redwood City
2013-09-19,70.0,48.0,60.0,29.83,10.0,2.0,,0,Clear,324.0,Redwood City
2013-09-20,67.0,54.0,71.0,29.83,10.0,4.0,22.0,0,Clear,240.0,Redwood City
2013-09-21,62.0,57.0,81.0,29.86,9.0,6.0,,0,Rain,216.0,Redwood City
2013-09-22,63.0,53.0,78.0,29.97,10.0,5.0,23.0,0,Clear,296.0,Redwood City
2013-09-23,68.0,53.0,68.0,29.99,10.0,4.0,20.0,0,Clear,288.0,Redwood City
2013-09-24,65.0,52.0,66.0,29.97,10.0,7.0,31.0,0,Clear,292.0,Redwood City
2013-09-25,60.0,48.0,67.0,29.92,10.0,12.0,29.0,0,Clear,294.0,Redwood City
2013-09-26,64.0,41.0,53.0,29.91,10.0,5.0,17.0,0,Clear,287.0,Redwood City
2013-09-27,64.0,40.0,50.0,30.05,10.0,1.0,,0,Clear,279.0,Redwood City
2013-09-28,66.0,45.0,58.0,30.07,10.0,3.0,,0,Clear,297.0,Redwood City
2013-09-29,65.0,55.0,76.0,30.1,10.0,3.0,16.0,0,Clear,295.0,Redwood City
2013-09-30,66.0,55.0,73.0,30.05,10.0,4.0,17.0,0,Clear,2772.0,Redwood City
2013-10-01,64.0,47.0,62.0,29.99,10.0,7.0,,0,Clear,287.0,Redwood City
2013-10-02,63.0,45.0,62.0,29.98,10.0,4.0,22.0,0,Clear,298.0,Redwood City
2013-10-03,63.0,38.0,45.0,30.03,10.0,8.0,16.0,0,Clear,302.0,Redwood City
2013-10-04,68.0,38.0,38.0,30.04,10.0,6.0,,0,Clear,22.0,Redwood City
2013-10-05,68.0,33.0,33.0,30.14,10.0,1.0,,0,Clear,236.0,Redwood City
2013-10-06,68.0,37.0,41.0,30.07,10.0,1.0,,0,Clear,335.0,Redwood City
2013-10-07,68.0,39.0,43.0,29.96,10.0,2.0,,0,Clear,292.0,Redwood City
2013-10-08,62.0,46.0,65.0,29.85,10.0,2.0,,0,Clear,279.0,Redwood City
2013-10-09,59.0,44.0,66.0,29.7,10.0,2.0,,0,Clear,253.0,Redwood City
2013-10-10,59.0,45.0,66.0,29.89,10.0,2.0,,0,Clear,287.0,Redwood City
2013-10-11,58.0,47.0,77.0,30.04,9.0,2.0,,0,Clear,316.0,Redwood City
2013-10-12,56.0,47.0,79.0,29.99,9.0,3.0,21.0,0,Clear,275.0,Redwood City
2013-10-13,62.0,46.0,68.0,30.0,10.0,3.0,,0,Clear,328.0,Redwood City
2013-10-14,64.0,40.0,53.0,30.07,10.0,1.0,,0,Clear,290.0,Redwood City
2013-10-15,64.0,37.0,44.0,30.02,10.0,1.0,,0,Clear,279.0,Redwood City
2013-10-16,66.0,38.0,45.0,30.05,10.0,1.0,,0,Clear,318.0,Redwood City
2013-10-17,66.0,40.0,49.0,30.04,10.0,1.0,,0,Clear,346.0,Redwood City
2013-10-18,60.0,46.0,67.0,30.03,10.0,1.0,,0,Clear,1.0,Redwood City
2013-10-19,64.0,48.0,72.0,30.04,10.0,1.0,,0,Clear,343.0,Redwood City
2013-10-20,58.0,48.0,81.0,30.0,9.0,3.0,,0,Clear,325.0,Redwood City
2013-10-21,55.0,48.0,83.0,29.98,9.0,1.0,,0,Clear,1.0,Redwood City
2013-10-22,57.0,49.0,86.0,30.0,8.0,2.0,,0,Clear,341.0,Redwood City
2013-10-23,56.0,48.0,86.0,29.97,7.0,2.0,,0,Clear,330.0,Redwood City
2013-10-24,54.0,48.0,82.0,30.05,10.0,5.0,16.0,0,Clear,299.0,Redwood City
2013-10-25,57.0,48.0,80.0,30.14,10.0,1.0,,0,Clear,355.0,Redwood City
2013-10-26,60.0,48.0,80.0,30.11,10.0,1.0,,0,Clear,331.0,Redwood City
2013-10-27,52.0,47.0,81.0,29.93,10.0,4.0,40.0,0,Clear,265.0,Redwood City
2013-10-28,56.0,47.0,72.0,29.76,10.0,15.0,31.0,0,Clear,270.0,Redwood City
2013-10-29,55.0,47.0,76.0,29.97,10.0,3.0,,0,Rain,248.0,Redwood City
2013-10-30,55.0,43.0,74.0,30.11,10.0,1.0,,0,Clear,333.0,Redwood City
2013-10-31,58.0,42.0,65.0,30.14,10.0,1.0,,0,Clear,338.0,Redwood City
2013-11-01,60.0,44.0,66.0,30.09,10.0,1.0,,0,Clear,26.0,Redwood City
2013-11-02,58.0,45.0,71.0,30.0,10.0,2.0,16.0,0,Clear,298.0,Redwood City
2013-11-03,54.0,40.0,66.0,30.0,10.0,3.0,,0,Clear,305.0,Redwood City
2013-11-04,55.0,36.0,56.0,29.99,10.0,3.0,,0,Clear,304.0,Redwood City
2013-11-05,58.0,36.0,49.0,30.15,10.0,2.0,,0,Clear,307.0,Redwood City
2013-11-06,58.0,40.0,55.0,30.21,10.0,1.0,,0,Clear,329.0,Redwood City
2013-11-07,60.0,44.0,62.0,30.14,10.0,1.0,,0,Clear,355.0,Redwood City
2013-11-08,60.0,47.0,79.0,30.06,8.0,1.0,,0,Fog,328.0,Redwood City
2013-11-09,57.0,45.0,77.0,30.02,10.0,1.0,,0,Clear,299.0,Redwood City
2013-11-10,54.0,47.0,85.0,30.09,9.0,1.0,,0,Clear,260.0,Redwood City
2013-11-11,56.0,50.0,80.0,30.13,8.0,3.0,,0,Clear,338.0,Redwood City
2013-11-12,62.0,49.0,71.0,30.23,10.0,3.0,,0,Clear,325.0,Redwood City
2013-11-13,62.0,50.0,83.0,30.2,10.0,1.0,,0,Clear,334.0,Redwood City
2013-11-14,56.0,48.0,80.0,30.05,8.0,3.0,17.0,0,Clear,298.0,Redwood City
2013-11-15,55.0,43.0,69.0,29.84,10.0,9.0,23.0,0,Clear,282.0,Redwood City
2013-11-16,56.0,45.0,77.0,29.86,10.0,4.0,20.0,0,Clear,249.0,Redwood City
2013-11-17,52.0,45.0,82.0,30.02,10.0,1.0,,0,Clear,222.0,Redwood City
2013-11-18,52.0,43.0,79.0,30.12,10.0,2.0,,0,Clear,203.0,Redwood City
2013-11-19,54.0,50.0,85.0,30.05,9.0,1.0,,0.03,Rain,134.0,Redwood City
2013-11-20,55.0,54.0,95.0,29.92,10.0,2.0,,0,Rain,223.0,Redwood City
2013-11-21,56.0,43.0,70.0,29.95,10.0,4.0,26.0,0,Rain,314.0,Redwood City
2013-11-22,57.0,28.0,37.0,29.99,10.0,5.0,22.0,0,Clear,15.0,Redwood City
2013-11-23,54.0,37.0,62.0,30.04,10.0,2.0,,0,Clear,224.0,Redwood City
2013-11-24,53.0,41.0,76.0,30.18,10.0,1.0,,0,Clear,10.0,Redwood City
2013-11-25,50.0,41.0,77.0,30.28,10.0,0.0,,0,Clear,160.0,Redwood City
2013-11-26,53.0,43.0,77.0,30.18,9.0,1.0,,0,Clear,113.0,Redwood City
2013-11-27,54.0,44.0,76.0,29.94,8.0,1.0,,0,Clear,268.0,Redwood City
